url,schema
https://softicated.com/produit/tabouret-vert-foret/,"{""@context"":""https://schema.org/"",""@type"":""Product"",""name"":""Tabouret design Vert Forêt"",""image"":[""https://softicated.com/wp-content/uploads/2022/09/Vert-Foret.png""],""description"":""Laissez-vous séduire par la profondeur et la noblesse du tabouret Signet Ring vert forêt, une couleur à la fois apaisante et affirmée."",""sku"":""B10012"",""brand"":{""@type"":""Brand"",""name"":""Softicated""},""offers"":{""@type"":""Offer"",""url"":""https://softicated.com/produit/tabouret-vert-foret/"",""priceCurrency"":""CHF"",""price"":""960"",""availability"":""https://schema.org/InStock"",""itemCondition"":""https://schema.org/NewCondition"",""seller"":{""@type"":""Organization"",""name"":""Softicated""}},""color"":""Vert Forêt"",""material"":""Polyuréthane (base)/ Mousse et Velours ou Cuir"",""weight"":""9.5"",""additionalProperty"":[{""@type"":""PropertyValue"",""name"":""Width"",""value"":""38 cm""},{""@type"":""PropertyValue"",""name"":""Depth"",""value"":""35 cm""},{""@type"":""PropertyValue"",""name"":""Height"",""value"":""47 cm""},{""@type"":""PropertyValue"",""name"":""Usage"",""value"":""Assise design""},{""@type"":""PropertyValue"",""name"":""Origin"",""value"":""""},{""@type"":""PropertyValue"",""name"":""Collection"",""value"":""Signet Ring""}]}"
https://softicated.com/produit/tabouret-design-turquoise-softicated/,"{""@context"":""https://schema.org/"",""@type"":""Product"",""name"":""Tabouret design Turquoise"",""image"":[""https://softicated.com/wp-content/uploads/2022/09/Turquoise.png""],""description"":""Dans cette version turquoise, notre tabouret iconique Signet Ring turquoise se réinvente avec modernité avec sa couleur vibrante et rafraîchissante."",""sku"":""B10011"",""brand"":{""@type"":""Brand"",""name"":""Softicated""},""offers"":{""@type"":""Offer"",""url"":""https://softicated.com/produit/tabouret-design-turquoise-softicated/"",""priceCurrency"":""EUR"",""price"":""960"",""availability"":""https://schema.org/InStock"",""itemCondition"":""https://schema.org/NewCondition"",""seller"":{""@type"":""Organization"",""name"":""Softicated""}},""color"":""Turquoise"",""material"":""Polyuréthane (base)/ Mousse et Velours ou Cuir"",""weight"":""9.5"",""additionalProperty"":[{""@type"":""PropertyValue"",""name"":""Width"",""value"":""38 cm""},{""@type"":""PropertyValue"",""name"":""Depth"",""value"":""35 cm""},{""@type"":""PropertyValue"",""name"":""Height"",""value"":""47 cm""},{""@type"":""PropertyValue"",""name"":""Usage"",""value"":""Assise design""},{""@type"":""PropertyValue"",""name"":""Origin"",""value"":""""},{""@type"":""PropertyValue"",""name"":""Collection"",""value"":""Signet Ring""}]}"
https://softicated.com/produit/tabouret-rouge-signet-ring/,"{""@context"":""https://schema.org/"",""@type"":""Product"",""name"":""Tabouret design Rouge"",""image"":[""https://softicated.com/wp-content/uploads/2022/09/Rouge.png""],""description"":""Adopter le tabouret rouge dans sa décoration, c’est faire le choix d’un objet d’une couleur puissante et captivante, capable de transformer un espace..."",""sku"":""B10010"",""brand"":{""@type"":""Brand"",""name"":""Softicated""},""offers"":{""@type"":""Offer"",""url"":""https://softicated.com/produit/tabouret-rouge-signet-ring/"",""priceCurrency"":""CHF"",""price"":""960"",""availability"":""https://schema.org/InStock"",""itemCondition"":""https://schema.org/NewCondition"",""seller"":{""@type"":""Organization"",""name"":""Softicated""}},""color"":""Rouge"",""material"":""Polyuréthane (base)/ Mousse et Velours ou Cuir"",""weight"":""9.5"",""additionalProperty"":[{""@type"":""PropertyValue"",""name"":""Width"",""value"":""38 cm""},{""@type"":""PropertyValue"",""name"":""Depth"",""value"":""35 cm""},{""@type"":""PropertyValue"",""name"":""Height"",""value"":""47 cm""},{""@type"":""PropertyValue"",""name"":""Usage"",""value"":""Assise design""},{""@type"":""PropertyValue"",""name"":""Origin"",""value"":""""},{""@type"":""PropertyValue"",""name"":""Collection"",""value"":""Signet Ring""}]}"
https://softicated.com/produit/tabouret-rose-signet-ring/,"{""@context"":""https://schema.org/"",""@type"":""Product"",""name"":""Tabouret design Rose"",""image"":[""https://softicated.com/wp-content/uploads/2022/09/Rose.png""],""description"":""Notre tabouret iconique Signet Ring rose, symbole d’équilibre entre sophistication et fonctionnalité incarne l’esprit de notre marque."",""sku"":""B10009"",""brand"":{""@type"":""Brand"",""name"":""Softicated""},""offers"":{""@type"":""Offer"",""url"":""https://softicated.com/produit/tabouret-rose-signet-ring/"",""priceCurrency"":""CHF"",""price"":""960"",""availability"":""https://schema.org/InStock"",""itemCondition"":""https://schema.org/NewCondition"",""seller"":{""@type"":""Organization"",""name"":""Softicated""}},""color"":""Rose"",""material"":""Polyuréthane (base)/ Mousse et Velours ou Cuir"",""weight"":""9.5"",""additionalProperty"":[{""@type"":""PropertyValue"",""name"":""Width"",""value"":""38 cm""},{""@type"":""PropertyValue"",""name"":""Depth"",""value"":""35 cm""},{""@type"":""PropertyValue"",""name"":""Height"",""value"":""47 cm""},{""@type"":""PropertyValue"",""name"":""Usage"",""value"":""Assise design""},{""@type"":""PropertyValue"",""name"":""Origin"",""value"":""""},{""@type"":""PropertyValue"",""name"":""Collection"",""value"":""Signet Ring""}]}"
https://softicated.com/produit/tabouret-bleu-marine-signet-ring/,"{""@context"":""https://schema.org/"",""@type"":""Product"",""name"":""Tabouret design Bleu Marine"",""image"":[""https://softicated.com/wp-content/uploads/2022/09/Bleu-marine.png""],""description"":""Le tabouret Signet bleu marine ne passe pas inaperçu ; au contraire, il capte l'attention et attire le regard dans tout espace où il se trouve."",""sku"":""B10002"",""brand"":{""@type"":""Brand"",""name"":""Softicated""},""offers"":{""@type"":""Offer"",""url"":""https://softicated.com/produit/tabouret-bleu-marine-signet-ring/"",""priceCurrency"":""EUR"",""price"":""960"",""availability"":""https://schema.org/InStock"",""itemCondition"":""https://schema.org/NewCondition"",""seller"":{""@type"":""Organization"",""name"":""Softicated""}},""color"":""Vert Forêt"",""material"":""Polyuréthane (base)/ Mousse et Velours ou Cuir"",""weight"":""9.5"",""additionalProperty"":[{""@type"":""PropertyValue"",""name"":""Width"",""value"":""38 cm""},{""@type"":""PropertyValue"",""name"":""Depth"",""value"":""35 cm""},{""@type"":""PropertyValue"",""name"":""Height"",""value"":""47 cm""},{""@type"":""PropertyValue"",""name"":""Usage"",""value"":""Assise design""},{""@type"":""PropertyValue"",""name"":""Origin"",""value"":""""},{""@type"":""PropertyValue"",""name"":""Collection"",""value"":""Signet Ring""}]}"
https://softicated.com/produit/tabouret-signet-ring-marron/,"{""@context"":""https://schema.org/"",""@type"":""Product"",""name"":""Tabouret design Marron"",""image"":[""https://softicated.com/wp-content/uploads/2022/09/Marron.png""],""description"":""Le tabouret Signet Ring marron évoque les années 70, apportant une touche vintage marquée grâce à ses courbes, sa teinte chaleureuse et sa finition soignée."",""sku"":""B10007"",""brand"":{""@type"":""Brand"",""name"":""Softicated""},""offers"":{""@type"":""Offer"",""url"":""https://softicated.com/produit/tabouret-signet-ring-marron/"",""priceCurrency"":""EUR"",""price"":""960"",""availability"":""https://schema.org/InStock"",""itemCondition"":""https://schema.org/NewCondition"",""seller"":{""@type"":""Organization"",""name"":""Softicated""}},""color"":""Rouge"",""material"":""Polyuréthane (base)/ Mousse et Velours ou Cuir"",""weight"":""9.5"",""additionalProperty"":[{""@type"":""PropertyValue"",""name"":""Width"",""value"":""38 cm""},{""@type"":""PropertyValue"",""name"":""Depth"",""value"":""35 cm""},{""@type"":""PropertyValue"",""name"":""Height"",""value"":""47 cm""},{""@type"":""PropertyValue"",""name"":""Usage"",""value"":""Assise design""},{""@type"":""PropertyValue"",""name"":""Origin"",""value"":""""},{""@type"":""PropertyValue"",""name"":""Collection"",""value"":""Signet Ring""}]}"
https://softicated.com/produit/tabouret-lilas/,"{""@context"":""https://schema.org/"",""@type"":""Product"",""name"":""Tabouret design Lilas"",""image"":[""https://softicated.com/wp-content/uploads/2022/09/Lilas.png""],""description"":""Subtilement féminine sans être trop marquée, la couleur lilas du tabouret Signet Ring ajoute une note élégante et délicate à vos pièces."",""sku"":""B10006"",""brand"":{""@type"":""Brand"",""name"":""Softicated""},""offers"":{""@type"":""Offer"",""url"":""https://softicated.com/produit/tabouret-lilas/"",""priceCurrency"":""EUR"",""price"":""960"",""availability"":""https://schema.org/InStock"",""itemCondition"":""https://schema.org/NewCondition"",""seller"":{""@type"":""Organization"",""name"":""Softicated""}},""color"":""Rose"",""material"":""Polyuréthane (base)/ Mousse et Velours ou Cuir"",""weight"":""9.5"",""additionalProperty"":[{""@type"":""PropertyValue"",""name"":""Width"",""value"":""38 cm""},{""@type"":""PropertyValue"",""name"":""Depth"",""value"":""35 cm""},{""@type"":""PropertyValue"",""name"":""Height"",""value"":""47 cm""},{""@type"":""PropertyValue"",""name"":""Usage"",""value"":""Assise design""},{""@type"":""PropertyValue"",""name"":""Origin"",""value"":""""},{""@type"":""PropertyValue"",""name"":""Collection"",""value"":""Signet Ring""}]}"
https://softicated.com/produit/tabouret-gris/,"{""@context"":""https://schema.org/"",""@type"":""Product"",""name"":""Tabouret design Gris"",""image"":[""https://softicated.com/wp-content/uploads/2022/09/Gris.png""],""description"":""Le tabouret Signet Ring gris est à la fois relaxant et incarne une certaine harmonie. La teinte grise du tabouret Softicated est douce, chic et raffinée."",""sku"":""B10005"",""brand"":{""@type"":""Brand"",""name"":""Softicated""},""offers"":{""@type"":""Offer"",""url"":""https://softicated.com/produit/tabouret-gris/"",""priceCurrency"":""EUR"",""price"":""960"",""availability"":""https://schema.org/InStock"",""itemCondition"":""https://schema.org/NewCondition"",""seller"":{""@type"":""Organization"",""name"":""Softicated""}},""color"":""Gris"",""material"":""Polyuréthane (base)/ Mousse et Velours ou Cuir"",""weight"":""9.5"",""additionalProperty"":[{""@type"":""PropertyValue"",""name"":""Width"",""value"":""38 cm""},{""@type"":""PropertyValue"",""name"":""Depth"",""value"":""35 cm""},{""@type"":""PropertyValue"",""name"":""Height"",""value"":""47 cm""},{""@type"":""PropertyValue"",""name"":""Usage"",""value"":""Assise design""},{""@type"":""PropertyValue"",""name"":""Origin"",""value"":""""},{""@type"":""PropertyValue"",""name"":""Collection"",""value"":""Signet Ring""}]}"
https://softicated.com/produit/tabouret-cuivre/,"{""@context"":""https://schema.org/"",""@type"":""Product"",""name"":""Tabouret design Cuivre"",""image"":[""https://softicated.com/wp-content/uploads/2022/09/Cuivre.png""],""description"":""Le tabouret Signet Ring de Softicated n'est pas simplement un meuble; il transforme les espaces attirant l'attention et évoquant l'émerveillement."",""sku"":""B10003"",""brand"":{""@type"":""Brand"",""name"":""Softicated""},""offers"":{""@type"":""Offer"",""url"":""https://softicated.com/produit/tabouret-cuivre/"",""priceCurrency"":""EUR"",""price"":""995"",""availability"":""https://schema.org/InStock"",""itemCondition"":""https://schema.org/NewCondition"",""seller"":{""@type"":""Organization"",""name"":""Softicated""}},""color"":""Rose"",""material"":""Polyuréthane (base)/ Mousse et Velours ou Cuir"",""weight"":""9.5"",""additionalProperty"":[{""@type"":""PropertyValue"",""name"":""Width"",""value"":""38 cm""},{""@type"":""PropertyValue"",""name"":""Depth"",""value"":""35 cm""},{""@type"":""PropertyValue"",""name"":""Height"",""value"":""47 cm""},{""@type"":""PropertyValue"",""name"":""Usage"",""value"":""Assise design""},{""@type"":""PropertyValue"",""name"":""Origin"",""value"":""""},{""@type"":""PropertyValue"",""name"":""Collection"",""value"":""Signet Ring""}]}"
https://softicated.com/produit/tabouret-dore/,"{""@context"":""https://schema.org/"",""@type"":""Product"",""name"":""Tabouret design Doré"",""image"":[""https://softicated.com/wp-content/uploads/2022/09/Dore.png""],""description"":""Couleur de la lumière et de la richesse, le doré s’impose comme un choix idéal pour ceux qui recherchent une touche de distinction dans leur intérieur."",""sku"":""B10004"",""brand"":{""@type"":""Brand"",""name"":""Softicated""},""offers"":{""@type"":""Offer"",""url"":""https://softicated.com/produit/tabouret-dore/"",""priceCurrency"":""EUR"",""price"":""995"",""availability"":""https://schema.org/InStock"",""itemCondition"":""https://schema.org/NewCondition"",""seller"":{""@type"":""Organization"",""name"":""Softicated""}},""color"":""Vert Forêt"",""material"":""Polyuréthane (base)/ Mousse et Velours ou Cuir"",""weight"":""9.5"",""additionalProperty"":[{""@type"":""PropertyValue"",""name"":""Width"",""value"":""38 cm""},{""@type"":""PropertyValue"",""name"":""Depth"",""value"":""35 cm""},{""@type"":""PropertyValue"",""name"":""Height"",""value"":""47 cm""},{""@type"":""PropertyValue"",""name"":""Usage"",""value"":""Assise design""},{""@type"":""PropertyValue"",""name"":""Origin"",""value"":""""},{""@type"":""PropertyValue"",""name"":""Collection"",""value"":""Signet Ring""}]}"
https://softicated.com/produit/tabouret-blanc/,"{""@context"":""https://schema.org/"",""@type"":""Product"",""name"":""Tabouret design Blanc"",""image"":[""https://softicated.com/wp-content/uploads/2022/09/Blanc.png""],""description"":""Le blanc révèle avec subtilité les courbes et les proportions équilibrées de notre tabouret iconique Signet Ring Softicated."",""sku"":""B10001"",""brand"":{""@type"":""Brand"",""name"":""Softicated""},""offers"":{""@type"":""Offer"",""url"":""https://softicated.com/produit/tabouret-blanc/"",""priceCurrency"":""EUR"",""price"":""995"",""availability"":""https://schema.org/InStock"",""itemCondition"":""https://schema.org/NewCondition"",""seller"":{""@type"":""Organization"",""name"":""Softicated""}},""color"":""Gris"",""material"":""Polyuréthane (base)/ Mousse et Velours ou Cuir"",""weight"":""9.5"",""additionalProperty"":[{""@type"":""PropertyValue"",""name"":""Width"",""value"":""38 cm""},{""@type"":""PropertyValue"",""name"":""Depth"",""value"":""35 cm""},{""@type"":""PropertyValue"",""name"":""Height"",""value"":""47 cm""},{""@type"":""PropertyValue"",""name"":""Usage"",""value"":""Assise design""},{""@type"":""PropertyValue"",""name"":""Origin"",""value"":""""},{""@type"":""PropertyValue"",""name"":""Collection"",""value"":""Signet Ring""}]}"
https://softicated.com/produit/tabouret-noir/,"{""@context"":""https://schema.org/"",""@type"":""Product"",""name"":""Tabouret design Noir"",""image"":[""https://softicated.com/wp-content/uploads/2022/08/Noir.png""],""description"":""Le tabouret Signet Ring est une pièce de mobilier exceptionnelle conçue pour incarner le summum du style et du raffinement."",""sku"":""B10008"",""brand"":{""@type"":""Brand"",""name"":""Softicated""},""offers"":{""@type"":""Offer"",""url"":""https://softicated.com/produit/tabouret-noir/"",""priceCurrency"":""CHF"",""price"":""995"",""availability"":""https://schema.org/InStock"",""itemCondition"":""https://schema.org/NewCondition"",""seller"":{""@type"":""Organization"",""name"":""Softicated""}},""color"":""Gris"",""material"":""Polyuréthane (base)/ Mousse et Velours ou Cuir"",""weight"":""9.5"",""additionalProperty"":[{""@type"":""PropertyValue"",""name"":""Width"",""value"":""38 cm""},{""@type"":""PropertyValue"",""name"":""Depth"",""value"":""35 cm""},{""@type"":""PropertyValue"",""name"":""Height"",""value"":""47 cm""},{""@type"":""PropertyValue"",""name"":""Usage"",""value"":""Assise design""},{""@type"":""PropertyValue"",""name"":""Origin"",""value"":""""},{""@type"":""PropertyValue"",""name"":""Collection"",""value"":""Signet Ring""}]}"
